order_id,product,category,region,sales_amount,quantity,order_date
6781,Chair,Electronics,East,615,4,2023-10-04
6782,Phone,Electronics,East,919,1,2023-08-03
6783,Laptop,Electronics,West,1509,4,2023-06-26
6784,Phone,Electronics,South,460,4,2023-09-14
6785,Desk,Electronics,North,949,3,2023-05-07
6786,Chair,Electronics,West,1890,4,2023-03-01
6787,Chair,Electronics,South,858,1,2023-07-30
6788,Laptop,Electronics,West,660,3,2023-05-07
6789,Phone,Electronics,South,1574,5,2023-09-01
6790,Chair,Electronics,West,1204,1,2023-12-09
6791,Desk,Electronics,West,759,2,2023-12-02
6792,Desk,Furniture,North,1641,2,2023-10-06
6793,Phone,Furniture,South,1386,5,2023-06-05
6794,Tablet,Furniture,East,637,2,2023-08-05
6795,Phone,Furniture,North,458,4,2023-04-21
6796,Laptop,Furniture,East,1867,3,2023-02-19
6797,Desk,Electronics,West,1669,4,2023-06-19
6798,Desk,Electronics,East,1299,3,2023-08-01
6799,Tablet,Electronics,East,1841,2,2023-10-28
6800,Laptop,Furniture,South,868,3,2023-11-01
6801,Laptop,Electronics,North,1636,3,2023-09-04
6802,Desk,Furniture,South,407,2,2023-09-06
6803,Desk,Furniture,North,1536,4,2023-09-28
6804,Phone,Furniture,East,1219,2,2023-01-04
6805,Chair,Electronics,West,1309,3,2023-10-15
6806,Tablet,Furniture,East,572,2,2023-05-10
6807,Laptop,Furniture,South,981,5,2023-05-10
6808,Phone,Electronics,North,197,5,2023-04-15
6809,Desk,Furniture,North,422,4,2023-03-07
6810,Desk,Electronics,West,308,4,2023-08-29
6811,Phone,Furniture,East,1204,1,2023-06-11
6812,Tablet,Electronics,North,1148,1,2023-01-20
6813,Tablet,Electronics,South,427,3,2023-07-19
6814,Desk,Furniture,North,1836,5,2023-10-08
6815,Tablet,Furniture,East,267,2,2023-04-15
6816,Desk,Electronics,West,1928,2,2023-09-13
6817,Phone,Electronics,South,1628,2,2023-05-02
6818,Phone,Electronics,South,1143,3,2023-07-27
6819,Desk,Electronics,East,204,5,2023-10-06
6820,Desk,Furniture,South,1561,4,2023-03-02
6821,Desk,Furniture,South,905,3,2023-12-01
6822,Phone,Electronics,South,1696,1,2023-04-09
6823,Desk,Electronics,South,889,2,2023-11-09
6824,Phone,Furniture,East,291,3,2023-02-16
6825,Chair,Furniture,North,1543,3,2023-02-10
6826,Tablet,Furniture,East,1009,5,2023-11-28
6827,Laptop,Furniture,West,1134,3,2023-04-26
6828,Desk,Furniture,South,449,4,2023-05-28
6829,Chair,Furniture,West,1015,5,2023-03-21
6830,Desk,Furniture,East,1419,4,2023-10-22
6831,Laptop,Furniture,East,877,5,2023-07-09
6832,Desk,Furniture,North,573,1,2023-04-04
6833,Chair,Electronics,North,917,2,2023-11-28
6834,Tablet,Electronics,East,638,4,2023-03-17
6835,Laptop,Electronics,North,684,5,2023-05-02
6836,Phone,Electronics,West,102,1,2023-07-13
6837,Phone,Electronics,East,1747,4,2023-08-29
6838,Chair,Electronics,West,1591,4,2023-12-20
6839,Chair,Electronics,East,1763,1,2023-11-13
6840,Desk,Furniture,North,824,5,2023-07-12
6841,Desk,Electronics,West,1241,1,2023-07-29
6842,Tablet,Furniture,East,359,1,2023-05-24
6843,Laptop,Furniture,West,1379,3,2023-06-10
6844,Chair,Electronics,East,855,3,2023-02-14
6845,Tablet,Furniture,North,326,1,2023-01-10
6846,Desk,Furniture,South,1218,2,2023-10-20
6847,Desk,Electronics,North,1412,3,2023-12-14
6848,Phone,Electronics,East,383,5,2023-06-08
6849,Chair,Furniture,East,559,4,2023-10-30
6850,Chair,Electronics,South,1534,3,2023-05-05
6851,Desk,Electronics,North,579,4,2023-11-28
6852,Phone,Electronics,West,1580,3,2023-08-22
6853,Desk,Electronics,East,1902,2,2023-07-08
6854,Laptop,Furniture,North,1542,1,2023-05-14
6855,Desk,Furniture,West,689,2,2023-07-26
6856,Laptop,Electronics,East,1363,1,2023-08-02
6857,Laptop,Electronics,East,984,3,2023-03-02
6858,Laptop,Electronics,South,789,3,2023-08-03
6859,Desk,Furniture,West,984,3,2023-02-15
6860,Desk,Electronics,West,1691,2,2023-05-28
6861,Tablet,Electronics,South,1232,3,2023-06-05
6862,Laptop,Furniture,South,1594,5,2023-08-10
6863,Laptop,Electronics,West,316,3,2023-02-25
6864,Laptop,Furniture,West,1026,4,2023-12-26
6865,Tablet,Electronics,South,1038,4,2023-12-13
6866,Desk,Furniture,West,1142,3,2023-02-21
6867,Laptop,Electronics,West,1480,5,2023-08-07
6868,Desk,Electronics,West,1332,5,2023-02-28
6869,Desk,Furniture,North,1488,4,2023-02-12
6870,Laptop,Electronics,West,1038,1,2023-03-28
6871,Chair,Furniture,South,993,3,2023-06-15
6872,Phone,Electronics,South,777,1,2023-05-03
6873,Tablet,Furniture,North,1997,5,2023-06-23
6874,Chair,Electronics,North,1747,1,2023-11-05
6875,Desk,Electronics,North,1658,3,2023-07-14
6876,Desk,Furniture,South,1525,1,2023-07-31
6877,Desk,Electronics,East,160,2,2023-12-09
6878,Laptop,Furniture,North,852,4,2023-08-17
6879,Laptop,Furniture,East,1409,5,2023-02-28
6880,Desk,Electronics,East,1413,1,2023-08-28
6881,Tablet,Furniture,South,1081,5,2023-02-01
6882,Chair,Electronics,South,1230,1,2023-06-07
6883,Chair,Electronics,South,384,3,2023-01-23
6884,Tablet,Electronics,East,460,1,2023-12-09
6885,Desk,Furniture,West,138,2,2023-03-18
6886,Tablet,Electronics,East,1933,1,2023-11-06
6887,Laptop,Furniture,South,1374,1,2023-07-10
6888,Chair,Electronics,North,1904,4,2023-08-09
6889,Tablet,Electronics,North,128,4,2023-10-14
6890,Desk,Furniture,East,1270,5,2023-12-17
6891,Laptop,Electronics,North,1832,3,2023-09-09
6892,Desk,Electronics,East,1425,1,2023-08-06
6893,Phone,Electronics,South,1694,5,2023-05-19
6894,Desk,Furniture,North,1681,3,2023-06-13
6895,Chair,Electronics,East,1059,2,2023-11-11
6896,Laptop,Electronics,West,934,1,2023-04-12
6897,Chair,Electronics,West,1290,2,2023-08-18
6898,Phone,Electronics,North,460,4,2023-05-18
6899,Laptop,Electronics,North,1564,2,2023-12-11
6900,Phone,Furniture,East,1660,3,2023-05-16
6901,Laptop,Electronics,South,1017,1,2023-01-14
6902,Phone,Electronics,West,1552,3,2023-04-07
6903,Tablet,Furniture,South,1901,2,2023-02-20
6904,Phone,Electronics,North,1887,1,2023-07-17
6905,Chair,Furniture,West,172,2,2024-01-01
6906,Chair,Electronics,East,953,5,2023-12-11
6907,Chair,Furniture,West,111,5,2023-11-18
6908,Phone,Electronics,South,899,3,2023-12-16
6909,Laptop,Electronics,East,998,4,2023-01-12
6910,Chair,Furniture,West,1975,3,2023-06-08
6911,Laptop,Electronics,East,158,1,2023-12-21
6912,Laptop,Electronics,North,1538,1,2023-10-29
6913,Laptop,Electronics,West,165,4,2023-08-16
6914,Phone,Electronics,North,333,2,2023-02-05
6915,Tablet,Furniture,East,1145,3,2023-11-23
6916,Desk,Furniture,West,1751,5,2023-03-20
6917,Tablet,Electronics,North,115,2,2023-04-30
6918,Tablet,Furniture,East,1045,5,2023-02-26
6919,Tablet,Electronics,South,343,1,2023-03-06
6920,Tablet,Electronics,West,355,4,2023-10-21
6921,Desk,Furniture,East,1782,2,2023-07-05
6922,Laptop,Electronics,South,1135,5,2023-01-21
6923,Laptop,Furniture,North,1822,5,2023-08-10
6924,Tablet,Electronics,West,1432,4,2023-05-16
6925,Laptop,Furniture,North,1604,4,2023-04-15
6926,Phone,Electronics,East,1373,2,2023-09-06
6927,Chair,Electronics,North,1326,2,2023-05-12
6928,Chair,Furniture,West,1110,2,2023-09-11
6929,Phone,Furniture,South,1002,5,2023-05-19
6930,Phone,Furniture,West,1104,1,2023-09-06
6931,Phone,Electronics,West,390,5,2023-05-22
6932,Desk,Electronics,North,1275,5,2023-04-22
6933,Tablet,Furniture,South,757,1,2023-03-04
6934,Tablet,Electronics,East,1047,1,2023-02-06
6935,Tablet,Furniture,West,1769,1,2023-03-20
6936,Desk,Electronics,West,966,3,2023-11-27
6937,Desk,Furniture,South,748,1,2023-05-20
6938,Desk,Furniture,North,1001,3,2023-03-22
6939,Chair,Furniture,South,457,1,2023-07-02
6940,Laptop,Furniture,North,170,1,2023-03-05
6941,Desk,Electronics,North,548,1,2023-02-07
6942,Laptop,Electronics,North,196,4,2023-12-24
6943,Desk,Electronics,East,1344,5,2023-05-01
6944,Desk,Furniture,East,1477,1,2023-11-24
6945,Chair,Electronics,West,1467,4,2023-09-24
6946,Desk,Electronics,North,655,4,2023-11-14
6947,Tablet,Electronics,North,1901,2,2023-06-10
6948,Laptop,Electronics,West,1203,4,2023-05-30
6949,Tablet,Electronics,West,240,2,2023-09-07
6950,Desk,Electronics,South,615,4,2023-08-29
6951,Phone,Electronics,East,262,2,2023-11-14
6952,Desk,Electronics,East,1816,5,2023-04-01
6953,Laptop,Furniture,North,905,5,2023-11-11
6954,Tablet,Electronics,South,482,1,2023-12-24
6955,Tablet,Electronics,North,1020,1,2023-05-10
6956,Phone,Furniture,South,144,4,2023-05-19
6957,Desk,Furniture,East,1430,4,2023-02-03
6958,Desk,Furniture,South,728,2,2023-05-10
6959,Laptop,Electronics,South,449,1,2023-08-04
6960,Tablet,Electronics,North,1675,4,2023-09-12
6961,Tablet,Furniture,East,673,1,2023-06-25
6962,Phone,Electronics,West,196,3,2023-09-13
6963,Laptop,Furniture,North,1106,1,2023-10-08
6964,Laptop,Electronics,South,901,5,2023-11-08
6965,Chair,Furniture,South,1756,2,2023-09-16
6966,Desk,Furniture,East,1929,5,2023-03-02
6967,Phone,Electronics,South,1806,1,2023-04-22
6968,Desk,Furniture,South,272,5,2023-03-04
6969,Chair,Furniture,West,902,1,2023-10-01
6970,Desk,Furniture,North,911,3,2023-11-02
6971,Desk,Electronics,West,1364,2,2023-06-19
6972,Phone,Furniture,East,1549,4,2023-08-31
6973,Tablet,Electronics,South,1623,4,2023-12-15
6974,Chair,Electronics,West,467,1,2023-06-18
6975,Laptop,Furniture,East,1406,1,2023-07-30
6976,Desk,Furniture,South,1668,2,2023-09-04
6977,Tablet,Furniture,North,1640,4,2023-11-13
6978,Tablet,Furniture,North,1971,5,2023-08-08
6979,Phone,Furniture,West,924,1,2023-05-02
6980,Chair,Electronics,West,753,3,2023-10-20
6981,Phone,Furniture,South,830,5,2023-01-11
6982,Desk,Furniture,West,1250,4,2023-01-05
6983,Tablet,Furniture,South,1756,4,2023-06-09
6984,Chair,Electronics,East,1712,5,2023-02-19
6985,Phone,Electronics,South,175,2,2023-03-09
6986,Desk,Electronics,East,938,3,2023-04-25
6987,Phone,Electronics,South,1473,3,2023-08-07
6988,Desk,Furniture,East,1461,4,2023-05-17
6989,Phone,Furniture,West,245,5,2023-11-04
6990,Phone,Electronics,North,1289,2,2023-09-21
6991,Laptop,Electronics,South,466,5,2023-12-12
6992,Phone,Furniture,East,915,1,2023-03-04
6993,Chair,Furniture,South,509,2,2023-09-08
6994,Laptop,Furniture,South,497,3,2023-03-19
6995,Laptop,Furniture,East,313,1,2023-01-12
6996,Laptop,Furniture,South,235,1,2023-03-12
6997,Phone,Electronics,North,1137,1,2023-04-05
6998,Laptop,Electronics,South,1641,5,2023-06-06
6999,Desk,Furniture,North,336,3,2023-12-22
7000,Desk,Furniture,West,980,5,2023-06-29
7001,Laptop,Electronics,South,1588,1,2023-12-15
7002,Laptop,Furniture,North,970,3,2023-05-18
7003,Desk,Furniture,North,900,5,2023-03-03
7004,Desk,Furniture,East,675,4,2023-07-04
7005,Desk,Furniture,South,280,5,2023-10-08
7006,Phone,Electronics,South,1419,1,2023-09-03
7007,Chair,Furniture,East,774,3,2023-06-12
7008,Laptop,Electronics,West,1007,5,2023-03-20
7009,Tablet,Furniture,North,766,1,2023-12-16
7010,Desk,Furniture,North,1809,1,2023-07-16
7011,Desk,Electronics,North,753,2,2023-12-24
7012,Chair,Furniture,South,416,1,2023-12-12
7013,Desk,Electronics,South,1656,2,2023-07-05
7014,Chair,Furniture,North,564,2,2023-12-07
7015,Tablet,Furniture,West,1462,2,2023-05-05
7016,Tablet,Electronics,North,794,4,2023-04-27
7017,Tablet,Furniture,North,1177,3,2023-05-09
7018,Desk,Furniture,North,719,3,2023-04-13
7019,Laptop,Furniture,West,119,2,2023-05-10
7020,Laptop,Electronics,West,1691,3,2023-12-24
7021,Chair,Electronics,West,719,3,2023-01-09
7022,Chair,Furniture,West,861,4,2023-04-26
7023,Chair,Furniture,South,1638,5,2023-06-29
7024,Phone,Electronics,East,1062,2,2023-04-07
7025,Desk,Electronics,East,535,4,2023-01-21
7026,Laptop,Furniture,South,1836,5,2023-10-15
7027,Phone,Furniture,North,1627,4,2023-12-18
7028,Tablet,Furniture,North,1243,3,2023-04-10
7029,Chair,Furniture,South,998,1,2023-05-25
7030,Phone,Electronics,West,360,5,2023-04-13
7031,Phone,Furniture,West,1446,2,2023-10-14
7032,Phone,Furniture,East,1634,5,2023-10-01
7033,Desk,Electronics,East,1869,5,2023-05-08
7034,Tablet,Furniture,North,1318,1,2023-01-08
7035,Phone,Furniture,North,425,3,2023-09-21
7036,Laptop,Electronics,South,1501,1,2023-10-05
7037,Phone,Furniture,North,1424,2,2023-12-01
7038,Desk,Furniture,North,405,3,2023-03-01
7039,Phone,Furniture,South,1803,2,2023-10-11
7040,Phone,Furniture,East,1072,3,2023-01-17
7041,Laptop,Furniture,West,1662,4,2023-11-20
7042,Phone,Furniture,West,1916,1,2023-01-01
7043,Chair,Electronics,East,1054,4,2023-02-17
7044,Tablet,Furniture,South,1314,3,2023-09-11
7045,Chair,Electronics,North,1664,2,2023-10-29
7046,Desk,Furniture,West,1900,2,2023-10-12
7047,Desk,Furniture,West,1530,4,2023-03-17
7048,Laptop,Furniture,West,1165,5,2023-06-30
7049,Laptop,Furniture,North,1533,1,2023-09-18
7050,Phone,Furniture,South,1099,1,2023-04-04
7051,Phone,Furniture,West,1444,3,2023-03-05
7052,Tablet,Electronics,West,519,3,2023-12-08
7053,Chair,Furniture,South,1201,2,2023-01-23
7054,Desk,Furniture,East,569,1,2023-09-29
7055,Tablet,Furniture,North,947,3,2023-05-09
7056,Chair,Furniture,South,1073,3,2023-03-15
7057,Tablet,Furniture,South,1564,3,2023-04-24
7058,Desk,Furniture,South,1900,1,2023-02-11
7059,Desk,Electronics,South,303,4,2023-05-07
7060,Desk,Electronics,East,927,1,2023-03-06
7061,Desk,Electronics,West,190,5,2023-03-22
7062,Tablet,Furniture,East,1109,4,2023-08-27
7063,Desk,Furniture,South,982,2,2023-05-18
7064,Tablet,Furniture,South,873,3,2023-08-12
7065,Laptop,Furniture,North,1408,5,2023-05-11
7066,Chair,Electronics,East,1758,5,2023-01-24
7067,Chair,Electronics,West,1802,4,2023-05-12
7068,Chair,Furniture,West,108,1,2023-09-26
7069,Tablet,Electronics,South,1811,2,2023-04-24
7070,Laptop,Furniture,West,817,2,2023-12-01
7071,Phone,Electronics,North,152,1,2023-10-26
7072,Chair,Furniture,North,1926,3,2023-10-25
7073,Laptop,Furniture,West,568,3,2023-08-09
7074,Phone,Electronics,North,1052,1,2023-08-30
7075,Tablet,Electronics,West,1245,1,2023-11-19
7076,Phone,Furniture,North,953,4,2023-09-06
7077,Phone,Furniture,North,1267,5,2023-03-23
7078,Chair,Electronics,North,306,1,2023-07-24
7079,Chair,Electronics,West,776,2,2023-07-22
7080,Tablet,Furniture,South,1820,1,2023-06-15
7081,Phone,Furniture,South,1897,2,2023-02-23
7082,Tablet,Electronics,East,1269,3,2023-01-02
7083,Chair,Furniture,North,1899,3,2023-05-02
7084,Phone,Furniture,West,1669,2,2023-11-26
7085,Phone,Electronics,North,1440,3,2023-09-10
7086,Phone,Furniture,South,1018,5,2023-08-24
7087,Chair,Furniture,West,559,4,2023-01-24
7088,Tablet,Electronics,North,1312,4,2023-01-20
7089,Tablet,Furniture,North,1863,1,2023-01-18
7090,Chair,Electronics,East,1412,3,2023-07-21
7091,Phone,Furniture,North,953,1,2023-11-12
7092,Phone,Electronics,East,705,2,2023-04-20
7093,Tablet,Electronics,East,1629,2,2023-09-07
7094,Laptop,Furniture,West,441,1,2023-04-22
7095,Laptop,Electronics,West,1470,3,2023-01-10
7096,Desk,Furniture,East,303,2,2023-02-12
7097,Phone,Electronics,South,1789,3,2023-05-23
7098,Chair,Furniture,North,502,5,2023-10-10
7099,Phone,Electronics,West,842,4,2023-06-01
7100,Phone,Electronics,South,486,2,2023-11-04
7101,Desk,Furniture,North,740,1,2023-03-19
7102,Desk,Furniture,North,1413,1,2023-06-06
7103,Phone,Furniture,West,1529,1,2023-06-10
7104,Phone,Furniture,West,1174,5,2023-07-09
7105,Tablet,Furniture,West,1114,5,2023-02-10
7106,Desk,Electronics,North,109,4,2023-01-26
7107,Chair,Electronics,South,1082,1,2023-03-05
7108,Phone,Electronics,North,611,4,2023-11-22
7109,Phone,Furniture,East,1975,4,2023-06-06
7110,Phone,Electronics,South,180,4,2023-05-19
7111,Desk,Electronics,North,1101,4,2023-02-12
7112,Chair,Electronics,East,1571,2,2023-12-02
7113,Laptop,Furniture,North,684,3,2023-02-28
7114,Tablet,Electronics,West,115,1,2023-02-21
7115,Phone,Furniture,North,1060,5,2023-10-05
7116,Phone,Electronics,East,474,4,2023-02-08
7117,Phone,Furniture,North,499,4,2023-08-09
7118,Laptop,Electronics,South,1378,5,2023-03-23
7119,Tablet,Furniture,East,813,4,2023-01-02
7120,Tablet,Electronics,North,703,4,2023-06-12
7121,Laptop,Electronics,South,701,5,2023-09-23
7122,Desk,Furniture,East,212,4,2023-12-24
7123,Tablet,Electronics,South,673,4,2023-04-02
7124,Chair,Electronics,South,1382,4,2023-12-29
7125,Phone,Furniture,South,174,2,2023-10-01
7126,Chair,Electronics,South,340,4,2023-01-23
7127,Tablet,Furniture,South,482,2,2024-01-01
7128,Phone,Furniture,North,733,4,2023-10-08
7129,Phone,Furniture,South,321,1,2023-08-20
7130,Phone,Electronics,East,719,4,2023-07-19
7131,Laptop,Electronics,South,1843,3,2023-02-14
7132,Chair,Furniture,West,1583,2,2023-04-30
7133,Chair,Electronics,East,1537,5,2023-04-27
7134,Desk,Electronics,South,784,4,2023-03-21
7135,Chair,Electronics,South,999,1,2023-01-03
7136,Chair,Furniture,South,220,4,2023-12-24
7137,Phone,Furniture,East,627,3,2023-08-19
7138,Desk,Electronics,South,750,3,2023-06-24
7139,Desk,Furniture,East,589,5,2023-08-26
7140,Desk,Electronics,North,741,1,2023-01-27
7141,Phone,Electronics,East,281,4,2023-08-25
7142,Tablet,Electronics,East,1681,2,2023-06-26
7143,Chair,Furniture,South,715,5,2023-04-18
7144,Desk,Electronics,East,1896,3,2023-08-21
7145,Laptop,Furniture,East,1400,4,2023-08-29
7146,Chair,Electronics,West,698,5,2023-03-05
7147,Phone,Electronics,East,641,3,2023-06-29
7148,Phone,Furniture,North,498,3,2023-02-03
7149,Desk,Furniture,West,488,3,2023-05-16
7150,Chair,Furniture,South,1693,5,2023-04-12
7151,Phone,Electronics,West,852,3,2023-07-18
7152,Laptop,Furniture,West,481,1,2023-11-24
7153,Tablet,Electronics,West,870,3,2023-02-22
7154,Phone,Furniture,East,1656,5,2023-02-22
7155,Desk,Furniture,West,1891,1,2023-06-08
7156,Laptop,Electronics,North,1632,4,2023-10-04
7157,Laptop,Electronics,East,180,3,2023-06-12
7158,Laptop,Furniture,North,1542,4,2023-07-02
7159,Laptop,Furniture,East,899,3,2023-10-20
7160,Tablet,Electronics,North,845,3,2023-02-04
7161,Chair,Furniture,West,914,5,2023-09-11
7162,Tablet,Electronics,North,469,4,2023-01-24
7163,Chair,Electronics,East,277,2,2023-09-18
7164,Chair,Electronics,West,1473,3,2023-07-10
7165,Phone,Furniture,South,514,2,2023-05-30
7166,Tablet,Electronics,East,1787,4,2023-05-28
7167,Laptop,Furniture,North,1356,5,2023-11-01
7168,Desk,Electronics,West,202,5,2023-08-27
7169,Tablet,Furniture,South,1402,5,2023-11-09
7170,Chair,Furniture,East,1556,4,2023-06-14
7171,Phone,Furniture,East,998,4,2023-01-30
7172,Phone,Electronics,North,1165,5,2023-11-07
7173,Laptop,Furniture,West,1520,4,2023-04-24
7174,Tablet,Electronics,East,946,1,2023-09-05
7175,Laptop,Electronics,West,1577,2,2023-09-29
7176,Laptop,Furniture,North,1717,3,2023-04-02
7177,Phone,Electronics,South,337,1,2023-04-18
7178,Phone,Electronics,South,297,3,2023-07-30
7179,Laptop,Furniture,East,1510,3,2023-03-29
7180,Chair,Furniture,South,1703,4,2023-05-20
7181,Tablet,Electronics,South,981,5,2023-10-09
7182,Desk,Electronics,North,799,2,2023-12-17
7183,Phone,Furniture,West,1598,3,2023-08-25
7184,Laptop,Electronics,East,1907,1,2023-12-04
7185,Laptop,Furniture,South,866,3,2023-01-24
7186,Phone,Furniture,South,1088,2,2023-12-18
7187,Chair,Electronics,North,1504,5,2023-12-22
7188,Tablet,Furniture,West,1535,1,2023-06-17
7189,Laptop,Electronics,East,1879,4,2023-10-11
7190,Phone,Furniture,West,518,2,2023-11-16
7191,Chair,Electronics,North,1997,2,2023-03-26
7192,Tablet,Furniture,East,1982,2,2023-04-11
7193,Tablet,Furniture,South,523,3,2023-03-24
7194,Chair,Electronics,East,542,5,2023-09-12
7195,Chair,Furniture,South,674,5,2023-01-27
7196,Tablet,Electronics,North,1189,2,2023-09-19
7197,Laptop,Electronics,East,1346,3,2023-02-26
7198,Phone,Furniture,East,1507,2,2023-09-25
7199,Phone,Furniture,North,744,3,2023-03-16
7200,Laptop,Furniture,South,205,2,2023-03-18
7201,Chair,Furniture,South,408,5,2023-03-10
7202,Tablet,Furniture,North,445,3,2023-11-08
7203,Phone,Electronics,West,1602,3,2023-03-23
7204,Laptop,Furniture,South,903,2,2023-08-14
7205,Chair,Furniture,East,943,4,2023-06-10
7206,Tablet,Electronics,South,372,4,2023-04-17
7207,Tablet,Furniture,South,621,4,2023-02-27
7208,Tablet,Furniture,East,519,1,2023-03-06
7209,Phone,Furniture,North,781,3,2023-09-26
7210,Chair,Electronics,North,1113,2,2023-05-11
7211,Chair,Furniture,North,1822,5,2023-08-06
7212,Phone,Electronics,South,1123,4,2023-01-31
7213,Laptop,Furniture,North,284,2,2023-04-26
7214,Desk,Electronics,South,213,5,2023-02-21
7215,Desk,Furniture,East,1130,4,2023-01-21
7216,Desk,Electronics,North,375,5,2023-09-24
7217,Phone,Furniture,North,1051,4,2023-09-04
7218,Phone,Electronics,East,303,4,2023-05-14
7219,Phone,Furniture,East,1326,2,2023-01-05
7220,Chair,Furniture,North,195,1,2023-11-04
7221,Phone,Electronics,West,110,3,2023-08-03
7222,Phone,Electronics,South,1700,5,2023-06-04
7223,Desk,Furniture,West,903,3,2023-03-06
7224,Laptop,Electronics,East,770,2,2023-02-02
7225,Laptop,Electronics,South,503,1,2023-06-16
7226,Phone,Electronics,South,1981,1,2023-11-02
7227,Desk,Furniture,South,1798,4,2023-11-12
7228,Tablet,Electronics,South,778,1,2023-03-26
7229,Chair,Furniture,West,691,2,2023-06-10
7230,Chair,Electronics,East,1157,5,2023-07-15
7231,Phone,Furniture,South,1094,5,2023-10-18
7232,Laptop,Electronics,East,799,4,2023-10-27
7233,Desk,Electronics,East,1954,4,2023-04-08
7234,Desk,Furniture,East,1115,3,2023-05-06
7235,Tablet,Furniture,North,373,4,2023-01-12
7236,Tablet,Electronics,South,1382,1,2023-06-22
7237,Tablet,Furniture,South,1407,2,2023-08-29
7238,Laptop,Electronics,West,479,3,2023-02-17
7239,Laptop,Electronics,West,1766,1,2023-06-05
7240,Tablet,Electronics,East,123,5,2023-06-19
7241,Chair,Electronics,West,1673,2,2023-07-10
7242,Desk,Furniture,West,597,4,2023-11-05
7243,Chair,Electronics,South,1797,4,2023-09-04
7244,Desk,Electronics,East,1391,3,2023-10-08
7245,Desk,Electronics,East,216,3,2023-11-04
7246,Chair,Electronics,North,967,5,2023-08-07
7247,Tablet,Electronics,North,845,4,2023-07-21
7248,Chair,Electronics,South,1675,4,2023-11-11
7249,Chair,Furniture,West,268,1,2023-09-25
7250,Laptop,Furniture,East,466,5,2023-04-07
7251,Chair,Electronics,West,1310,3,2023-12-05
7252,Tablet,Electronics,West,764,5,2023-02-28
7253,Chair,Furniture,South,1546,2,2023-09-08
7254,Laptop,Furniture,East,1011,1,2023-10-18
7255,Chair,Furniture,East,1746,1,2023-04-23
7256,Desk,Furniture,West,267,3,2023-11-29
7257,Phone,Furniture,North,381,5,2023-12-10
7258,Laptop,Electronics,West,1002,4,2023-09-09
7259,Chair,Electronics,West,312,3,2023-05-02
7260,Chair,Electronics,South,819,3,2023-09-13
7261,Phone,Electronics,West,1223,5,2023-01-12
7262,Tablet,Furniture,West,1345,2,2023-04-18
7263,Phone,Electronics,East,861,3,2023-02-14
7264,Phone,Furniture,West,1045,3,2023-09-07
7265,Phone,Electronics,North,1569,5,2023-02-13
7266,Laptop,Furniture,South,962,4,2023-09-22
7267,Laptop,Electronics,South,408,4,2023-06-07
7268,Chair,Electronics,South,126,3,2023-02-22
7269,Chair,Furniture,North,1854,4,2023-07-27
7270,Desk,Furniture,East,523,5,2023-08-25
7271,Phone,Electronics,West,1656,2,2023-04-22
7272,Laptop,Electronics,East,1851,2,2023-09-29
7273,Chair,Electronics,North,934,2,2023-07-02
7274,Tablet,Electronics,East,618,2,2023-02-26
7275,Phone,Furniture,South,1865,3,2023-04-18
7276,Tablet,Furniture,West,1085,3,2023-01-05
7277,Desk,Furniture,East,1034,2,2023-12-29
7278,Tablet,Furniture,North,841,4,2023-12-26
7279,Laptop,Furniture,West,130,3,2023-02-18
7280,Laptop,Electronics,East,1613,2,2023-05-29
7281,Desk,Furniture,South,837,1,2023-01-07
7282,Phone,Electronics,South,1117,2,2023-01-01
7283,Chair,Electronics,West,1198,2,2023-10-31
7284,Tablet,Furniture,South,508,5,2023-05-19
7285,Desk,Furniture,North,1646,1,2023-05-11
7286,Laptop,Furniture,South,151,1,2023-10-15
7287,Phone,Electronics,North,626,3,2023-04-21
7288,Chair,Furniture,South,661,2,2023-06-22
7289,Phone,Electronics,South,614,2,2023-07-25
7290,Laptop,Furniture,East,1137,4,2023-02-11
7291,Chair,Electronics,West,343,2,2023-08-17
7292,Desk,Electronics,South,1459,4,2023-05-04
7293,Chair,Electronics,North,1798,1,2023-09-22
7294,Phone,Furniture,North,322,3,2023-11-26
7295,Tablet,Furniture,East,1201,3,2023-03-31
7296,Desk,Furniture,East,1839,4,2023-09-26
7297,Phone,Electronics,West,282,1,2023-03-03
7298,Desk,Furniture,East,1946,1,2023-12-13
7299,Desk,Electronics,East,128,3,2023-05-10
7300,Desk,Furniture,North,879,3,2023-06-13
7301,Desk,Furniture,East,543,1,2023-09-10
7302,Tablet,Electronics,South,1547,2,2023-03-28
7303,Laptop,Furniture,South,1246,1,2023-12-05
7304,Chair,Electronics,East,767,3,2023-08-01
7305,Laptop,Electronics,South,1947,4,2023-02-21
7306,Tablet,Electronics,North,227,2,2023-07-07
7307,Chair,Furniture,East,820,2,2023-05-31
7308,Chair,Electronics,West,998,3,2023-05-24
7309,Tablet,Electronics,West,1448,1,2023-03-19
7310,Desk,Electronics,South,1140,5,2023-01-19
7311,Tablet,Electronics,West,219,1,2023-12-08
7312,Phone,Electronics,South,1914,4,2023-06-27
7313,Laptop,Furniture,South,378,4,2023-03-16
7314,Tablet,Electronics,North,1611,2,2023-10-26
7315,Phone,Furniture,East,1462,4,2023-09-20
7316,Tablet,Electronics,North,934,2,2023-11-21
7317,Chair,Furniture,East,1687,5,2023-08-12
7318,Phone,Furniture,West,156,2,2023-01-30
7319,Chair,Furniture,South,1941,2,2023-05-29
